C?digo ?mbito,?mbito,C?digo ?rea (FAO),?rea,C?digo Elemento,Elemento,C?digo Producto (FAO),Producto,C?digo a?o,A?o,Unidad,Valor,S?mbolo,Descripci?n del S?mbolo
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","331","Aceite, algod?n","1961","1961","toneladas","20098","Fc","Datos calculados"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","331","Aceite, algod?n","1962","1962","toneladas","21816","Fc","Datos calculados"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","331","Aceite, algod?n","1963","1963","toneladas","19238","Fc","Datos calculados"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","331","Aceite, algod?n","1964","1964","toneladas","17395","Fc","Datos calculados"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","331","Aceite, algod?n","1965","1965","toneladas","17270","Fc","Datos calculados"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","331","Aceite, algod?n","1966","1966","toneladas","19051","Fc","Datos calculados"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","331","Aceite, algod?n","1967","1967","toneladas","24166","Fc","Datos calculados"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","331","Aceite, algod?n","1968","1968","toneladas","30689","Fc","Datos calculados"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","331","Aceite, algod?n","1969","1969","toneladas","32543","Fc","Datos calculados"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","331","Aceite, algod?n","1970","1970","toneladas","33089","Fc","Datos calculados"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","331","Aceite, algod?n","1971","1971","toneladas","28650","Fc","Datos calculados"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","331","Aceite, algod?n","1972","1972","toneladas","34816","Fc","Datos calculados"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","331","Aceite, algod?n","1973","1973","toneladas","30295","Fc","Datos calculados"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","331","Aceite, algod?n","1974","1974","toneladas","38168","Fc","Datos calculados"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","331","Aceite, algod?n","1975","1975","toneladas","35886","Fc","Datos calculados"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","331","Aceite, algod?n","1976","1976","toneladas","35478","Fc","Datos calculados"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","331","Aceite, algod?n","1977","1977","toneladas","42350","Fc","Datos calculados"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","331","Aceite, algod?n","1978","1978","toneladas","28627","Fc","Datos calculados"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","331","Aceite, algod?n","1979","1979","toneladas","24488","Fc","Datos calculados"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","331","Aceite, algod?n","1980","1980","toneladas","33201","Fc","Datos calculados"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","331","Aceite, algod?n","1981","1981","toneladas","31224","Fc","Datos calculados"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","331","Aceite, algod?n","1982","1982","toneladas","12949","Fc","Datos calculados"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","331","Aceite, algod?n","1983","1983","toneladas","10755","Fc","Datos calculados"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","331","Aceite, algod?n","1984","1984","toneladas","20092","Fc","Datos calculados"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","331","Aceite, algod?n","1985","1985","toneladas","28456","Fc","Datos calculados"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","331","Aceite, algod?n","1986","1986","toneladas","28348","Fc","Datos calculados"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","331","Aceite, algod?n","1987","1987","toneladas","27595","Fc","Datos calculados"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","331","Aceite, algod?n","1988","1988","toneladas","33031","Fc","Datos calculados"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","331","Aceite, algod?n","1989","1989","toneladas","26117","Fc","Datos calculados"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","331","Aceite, algod?n","1990","1990","toneladas","27621","Im","Datos de FAO basados en una metodolog?a de imputaci?n"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","331","Aceite, algod?n","1991","1991","toneladas","37080","Im","Datos de FAO basados en una metodolog?a de imputaci?n"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","331","Aceite, algod?n","1992","1992","toneladas","27601","Im","Datos de FAO basados en una metodolog?a de imputaci?n"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","331","Aceite, algod?n","1993","1993","toneladas","16318","Im","Datos de FAO basados en una metodolog?a de imputaci?n"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","331","Aceite, algod?n","1994","1994","toneladas","13215","Im","Datos de FAO basados en una metodolog?a de imputaci?n"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","331","Aceite, algod?n","1995","1995","toneladas","13608","Im","Datos de FAO basados en una metodolog?a de imputaci?n"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","331","Aceite, algod?n","1996","1996","toneladas","17140","Im","Datos de FAO basados en una metodolog?a de imputaci?n"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","331","Aceite, algod?n","1997","1997","toneladas","9826","Im","Datos de FAO basados en una metodolog?a de imputaci?n"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","331","Aceite, algod?n","1998","1998","toneladas","9744","Im","Datos de FAO basados en una metodolog?a de imputaci?n"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","331","Aceite, algod?n","1999","1999","toneladas","9500","*","Cifras no oficiales"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","331","Aceite, algod?n","2000","2000","toneladas","7500","*","Cifras no oficiales"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","331","Aceite, algod?n","2001","2001","toneladas","9000","*","Cifras no oficiales"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","331","Aceite, algod?n","2002","2002","toneladas","9500","*","Cifras no oficiales"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","331","Aceite, algod?n","2003","2003","toneladas","7100","*","Cifras no oficiales"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","331","Aceite, algod?n","2004","2004","toneladas","8900","*","Cifras no oficiales"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","331","Aceite, algod?n","2005","2005","toneladas","12800","*","Cifras no oficiales"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","331","Aceite, algod?n","2006","2006","toneladas","10600","*","Cifras no oficiales"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","331","Aceite, algod?n","2007","2007","toneladas","10400","*","Cifras no oficiales"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","331","Aceite, algod?n","2008","2008","toneladas","9200","*","Cifras no oficiales"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","331","Aceite, algod?n","2009","2009","toneladas","7600","*","Cifras no oficiales"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","331","Aceite, algod?n","2010","2010","toneladas","8100","*","Cifras no oficiales"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","331","Aceite, algod?n","2011","2011","toneladas","8900","*","Cifras no oficiales"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","331","Aceite, algod?n","2012","2012","toneladas","3754","","Datos oficiales"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","331","Aceite, algod?n","2013","2013","toneladas","5351","","Datos oficiales"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","331","Aceite, algod?n","2014","2014","toneladas","8100","*","Cifras no oficiales"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","331","Aceite, algod?n","2015","2015","toneladas","250","","Datos oficiales"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","331","Aceite, algod?n","2016","2016","toneladas","0","","Datos oficiales"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","331","Aceite, algod?n","2017","2017","toneladas","6143","Im","Datos de FAO basados en una metodolog?a de imputaci?n"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","331","Aceite, algod?n","2018","2018","toneladas","6127","Im","Datos de FAO basados en una metodolog?a de imputaci?n"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","258","Aceite, almendra de palma","1961","1961","toneladas","225","Fc","Datos calculados"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","258","Aceite, almendra de palma","1962","1962","toneladas","315","Fc","Datos calculados"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","258","Aceite, almendra de palma","1963","1963","toneladas","338","Fc","Datos calculados"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","258","Aceite, almendra de palma","1964","1964","toneladas","383","Fc","Datos calculados"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","258","Aceite, almendra de palma","1965","1965","toneladas","405","Fc","Datos calculados"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","258","Aceite, almendra de palma","1966","1966","toneladas","450","Fc","Datos calculados"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","258","Aceite, almendra de palma","1967","1967","toneladas","1530","Fc","Datos calculados"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","258","Aceite, almendra de palma","1968","1968","toneladas","2700","Fc","Datos calculados"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","258","Aceite, almendra de palma","1969","1969","toneladas","2700","Fc","Datos calculados"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","258","Aceite, almendra de palma","1970","1970","toneladas","3150","Fc","Datos calculados"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","258","Aceite, almendra de palma","1971","1971","toneladas","3375","Fc","Datos calculados"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","258","Aceite, almendra de palma","1972","1972","toneladas","3600","Fc","Datos calculados"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","258","Aceite, almendra de palma","1973","1973","toneladas","3825","Fc","Datos calculados"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","258","Aceite, almendra de palma","1974","1974","toneladas","4050","Fc","Datos calculados"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","258","Aceite, almendra de palma","1975","1975","toneladas","4275","Fc","Datos calculados"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","258","Aceite, almendra de palma","1976","1976","toneladas","4680","Fc","Datos calculados"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","258","Aceite, almendra de palma","1977","1977","toneladas","5130","Fc","Datos calculados"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","258","Aceite, almendra de palma","1978","1978","toneladas","5760","Fc","Datos calculados"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","258","Aceite, almendra de palma","1979","1979","toneladas","6840","Fc","Datos calculados"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","258","Aceite, almendra de palma","1980","1980","toneladas","7650","Fc","Datos calculados"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","258","Aceite, almendra de palma","1981","1981","toneladas","8100","Fc","Datos calculados"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","258","Aceite, almendra de palma","1982","1982","toneladas","8640","Fc","Datos calculados"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","258","Aceite, almendra de palma","1983","1983","toneladas","9450","Fc","Datos calculados"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","258","Aceite, almendra de palma","1984","1984","toneladas","10363","Fc","Datos calculados"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","258","Aceite, almendra de palma","1985","1985","toneladas","10941","Fc","Datos calculados"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","258","Aceite, almendra de palma","1986","1986","toneladas","11355","Fc","Datos calculados"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","258","Aceite, almendra de palma","1987","1987","toneladas","12141","Fc","Datos calculados"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","258","Aceite, almendra de palma","1988","1988","toneladas","17550","Fc","Datos calculados"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","258","Aceite, almendra de palma","1989","1989","toneladas","18480","Fc","Datos calculados"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","258","Aceite, almendra de palma","1990","1990","toneladas","20824","Im","Datos de FAO basados en una metodolog?a de imputaci?n"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","258","Aceite, almendra de palma","1991","1991","toneladas","23952","Im","Datos de FAO basados en una metodolog?a de imputaci?n"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","258","Aceite, almendra de palma","1992","1992","toneladas","25134","Im","Datos de FAO basados en una metodolog?a de imputaci?n"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","258","Aceite, almendra de palma","1993","1993","toneladas","26516","Im","Datos de FAO basados en una metodolog?a de imputaci?n"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","258","Aceite, almendra de palma","1994","1994","toneladas","30746","Im","Datos de FAO basados en una metodolog?a de imputaci?n"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","258","Aceite, almendra de palma","1995","1995","toneladas","32326","Im","Datos de FAO basados en una metodolog?a de imputaci?n"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","258","Aceite, almendra de palma","1996","1996","toneladas","35438","Im","Datos de FAO basados en una metodolog?a de imputaci?n"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","258","Aceite, almendra de palma","1997","1997","toneladas","38781","Im","Datos de FAO basados en una metodolog?a de imputaci?n"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","258","Aceite, almendra de palma","1998","1998","toneladas","40353","Im","Datos de FAO basados en una metodolog?a de imputaci?n"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","258","Aceite, almendra de palma","1999","1999","toneladas","45553","Im","Datos de FAO basados en una metodolog?a de imputaci?n"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","258","Aceite, almendra de palma","2000","2000","toneladas","49326","Im","Datos de FAO basados en una metodolog?a de imputaci?n"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","258","Aceite, almendra de palma","2001","2001","toneladas","53703","Im","Datos de FAO basados en una metodolog?a de imputaci?n"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","258","Aceite, almendra de palma","2002","2002","toneladas","52624","Im","Datos de FAO basados en una metodolog?a de imputaci?n"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","258","Aceite, almendra de palma","2003","2003","toneladas","54283","Im","Datos de FAO basados en una metodolog?a de imputaci?n"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","258","Aceite, almendra de palma","2004","2004","toneladas","65997","Im","Datos de FAO basados en una metodolog?a de imputaci?n"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","258","Aceite, almendra de palma","2005","2005","toneladas","73033","Im","Datos de FAO basados en una metodolog?a de imputaci?n"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","258","Aceite, almendra de palma","2006","2006","toneladas","81669","Im","Datos de FAO basados en una metodolog?a de imputaci?n"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","258","Aceite, almendra de palma","2007","2007","toneladas","81000","Im","Datos de FAO basados en una metodolog?a de imputaci?n"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","258","Aceite, almendra de palma","2008","2008","toneladas","80550","Im","Datos de FAO basados en una metodolog?a de imputaci?n"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","258","Aceite, almendra de palma","2009","2009","toneladas","71400","*","Cifras no oficiales"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","258","Aceite, almendra de palma","2010","2010","toneladas","69300","*","Cifras no oficiales"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","258","Aceite, almendra de palma","2011","2011","toneladas","69728","","Datos oficiales"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","258","Aceite, almendra de palma","2012","2012","toneladas","81614","","Datos oficiales"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","258","Aceite, almendra de palma","2013","2013","toneladas","85659","","Datos oficiales"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","258","Aceite, almendra de palma","2014","2014","toneladas","91210","","Datos oficiales"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","258","Aceite, almendra de palma","2015","2015","toneladas","102600","","Datos oficiales"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","258","Aceite, almendra de palma","2016","2016","toneladas","90440","","Datos oficiales"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","258","Aceite, almendra de palma","2017","2017","toneladas","133700","*","Cifras no oficiales"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","258","Aceite, almendra de palma","2018","2018","toneladas","134100","*","Cifras no oficiales"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","271","Aceite, colza","1986","1986","toneladas","376","Fc","Datos calculados"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","271","Aceite, colza","1987","1987","toneladas","803","Fc","Datos calculados"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","271","Aceite, colza","1988","1988","toneladas","497","Fc","Datos calculados"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","271","Aceite, colza","1989","1989","toneladas","162","Fc","Datos calculados"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","271","Aceite, colza","1990","1990","toneladas","0","","Datos oficiales"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","271","Aceite, colza","1991","1991","toneladas","1","Im","Datos de FAO basados en una metodolog?a de imputaci?n"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","271","Aceite, colza","1992","1992","toneladas","0","","Datos oficiales"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","271","Aceite, colza","1993","1993","toneladas","3","Im","Datos de FAO basados en una metodolog?a de imputaci?n"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","271","Aceite, colza","1994","1994","toneladas","3","Im","Datos de FAO basados en una metodolog?a de imputaci?n"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","271","Aceite, colza","1995","1995","toneladas","10","Im","Datos de FAO basados en una metodolog?a de imputaci?n"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","271","Aceite, colza","1996","1996","toneladas","10","Im","Datos de FAO basados en una metodolog?a de imputaci?n"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","271","Aceite, colza","1997","1997","toneladas","14","Im","Datos de FAO basados en una metodolog?a de imputaci?n"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","271","Aceite, colza","1998","1998","toneladas","15","Im","Datos de FAO basados en una metodolog?a de imputaci?n"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","271","Aceite, colza","1999","1999","toneladas","12","Im","Datos de FAO basados en una metodolog?a de imputaci?n"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","271","Aceite, colza","2000","2000","toneladas","21","Im","Datos de FAO basados en una metodolog?a de imputaci?n"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","271","Aceite, colza","2001","2001","toneladas","28","Im","Datos de FAO basados en una metodolog?a de imputaci?n"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","271","Aceite, colza","2002","2002","toneladas","29","Im","Datos de FAO basados en una metodolog?a de imputaci?n"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","271","Aceite, colza","2003","2003","toneladas","25","Im","Datos de FAO basados en una metodolog?a de imputaci?n"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","271","Aceite, colza","2004","2004","toneladas","30","Im","Datos de FAO basados en una metodolog?a de imputaci?n"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","271","Aceite, colza","2005","2005","toneladas","35","Im","Datos de FAO basados en una metodolog?a de imputaci?n"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","271","Aceite, colza","2006","2006","toneladas","55","Im","Datos de FAO basados en una metodolog?a de imputaci?n"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","271","Aceite, colza","2007","2007","toneladas","364","Im","Datos de FAO basados en una metodolog?a de imputaci?n"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","271","Aceite, colza","2008","2008","toneladas","248","Im","Datos de FAO basados en una metodolog?a de imputaci?n"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","271","Aceite, colza","2009","2009","toneladas","93","Im","Datos de FAO basados en una metodolog?a de imputaci?n"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","271","Aceite, colza","2010","2010","toneladas","132","Im","Datos de FAO basados en una metodolog?a de imputaci?n"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","271","Aceite, colza","2011","2011","toneladas","38","Im","Datos de FAO basados en una metodolog?a de imputaci?n"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","271","Aceite, colza","2012","2012","toneladas","46","Im","Datos de FAO basados en una metodolog?a de imputaci?n"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","271","Aceite, colza","2013","2013","toneladas","49","Im","Datos de FAO basados en una metodolog?a de imputaci?n"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","271","Aceite, colza","2014","2014","toneladas","0","","Datos oficiales"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","271","Aceite, colza","2015","2015","toneladas","0","F","Estimaci?n FAO"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","271","Aceite, colza","2016","2016","toneladas","0","","Datos oficiales"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","271","Aceite, colza","2017","2017","toneladas","0","F","Estimaci?n FAO"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","271","Aceite, colza","2018","2018","toneladas","0","F","Estimaci?n FAO"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","252","Aceite, copra","1961","1961","toneladas","19181","Fc","Datos calculados"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","252","Aceite, copra","1962","1962","toneladas","17530","Fc","Datos calculados"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","252","Aceite, copra","1963","1963","toneladas","8736","Fc","Datos calculados"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","252","Aceite, copra","1964","1964","toneladas","10470","Fc","Datos calculados"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","252","Aceite, copra","1965","1965","toneladas","3475","Fc","Datos calculados"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","252","Aceite, copra","1966","1966","toneladas","7002","Fc","Datos calculados"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","252","Aceite, copra","1967","1967","toneladas","192","Fc","Datos calculados"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","252","Aceite, copra","1968","1968","toneladas","444","Fc","Datos calculados"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","252","Aceite, copra","1969","1969","toneladas","900","Fc","Datos calculados"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","252","Aceite, copra","1970","1970","toneladas","","M","Datos no disponibles"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","252","Aceite, copra","1971","1971","toneladas","","M","Datos no disponibles"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","252","Aceite, copra","1972","1972","toneladas","","M","Datos no disponibles"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","252","Aceite, copra","1973","1973","toneladas","","M","Datos no disponibles"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","252","Aceite, copra","1974","1974","toneladas","","M","Datos no disponibles"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","252","Aceite, copra","1975","1975","toneladas","","M","Datos no disponibles"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","252","Aceite, copra","1976","1976","toneladas","","M","Datos no disponibles"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","252","Aceite, copra","1977","1977","toneladas","","M","Datos no disponibles"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","252","Aceite, copra","1978","1978","toneladas","","M","Datos no disponibles"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","252","Aceite, copra","1979","1979","toneladas","","M","Datos no disponibles"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","252","Aceite, copra","1980","1980","toneladas","","M","Datos no disponibles"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","252","Aceite, copra","1981","1981","toneladas","","M","Datos no disponibles"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","252","Aceite, copra","1982","1982","toneladas","","M","Datos no disponibles"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","252","Aceite, copra","1983","1983","toneladas","","M","Datos no disponibles"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","252","Aceite, copra","1984","1984","toneladas","","M","Datos no disponibles"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","252","Aceite, copra","1985","1985","toneladas","","M","Datos no disponibles"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","252","Aceite, copra","1986","1986","toneladas","","M","Datos no disponibles"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","252","Aceite, copra","1987","1987","toneladas","","M","Datos no disponibles"
"QCL","Cultivos y productos de ganader?a","44","Colombia","5510","Producci?n","252","Aceite, copra","1988","1988","toneladas","","M","Datos no disponibles"
